7,1,372,156
7,1,113,130
7,1,104,131
7,1,340,156
7,1,10,130
7,1,87,52
7,0,178,130
7,0,387,156
7,1,230,130
7,0,186,156
7,0,131,130
7,0,354,130
7,1,242,156
7,0,163,130
7,1,225,130
7,0,305,130
7,1,182,156
7,0,234,130
7,0,119,130
7,1,84,52
7,0,362,130
7,0,83,156
7,0,186,131
7,0,138,131
7,0,237,156
7,1,110,156
7,0,76,26
7,0,248,130
7,1,336,157
7,0,23,52
7,0,32,131
7,0,377,157
7,0,37,26
7,1,372,130
7,0,149,130
7,0,285,156
7,0,273,131
7,0,336,130
7,0,170,130
7,0,398,156
7,1,307,156
7,0,279,130
7,1,24,26
7,1,181,157
7,0,31,26
7,0,357,130
7,1,371,130
7,1,197,156
7,1,346,131
7,1,20,52
7,1,194,156
7,1,167,130
7,1,353,131
7,1,234,130
7,1,246,130
7,0,161,130
7,0,52,26
7,0,333,130
7,1,251,131
7,0,81,52
7,1,43,52
7,0,281,130
7,0,399,130
7,0,23,52
7,1,89,53
7,0,268,130
7,1,272,131
7,0,299,130
7,0,147,130
7,1,358,130
7,1,187,130
7,1,248,130
7,1,365,130
7,0,75,52
7,1,201,130
7,0,212,53
7,0,67,26
7,1,200,157
7,1,195,156
7,0,123,157
7,0,304,130
7,0,9,52
7,1,249,130
7,0,39,52
7,0,340,130
7,0,165,131
7,1,1,26
7,1,359,130
7,1,196,130
7,1,239,131
7,0,226,130
7,0,19,52
7,1,355,156
7,0,57,52
7,1,307,156
7,1,292,130
7,1,85,52
7,1,239,130
7,1,144,130
7,0,142,156
7,1,165,130
7,0,212,157
7,1,276,156
7,0,5,27
7,1,393,131
7,0,117,130
7,1,336,156
7,1,191,130
7,0,77,52
7,1,86,52
7,0,389,157
7,0,220,130
7,0,292,131
7,0,148,130
7,1,224,131
7,0,186,130
7,1,372,130
7,1,259,156
7,1,262,156
7,1,186,156
7,0,96,27
7,1,127,131
7,1,23,26
7,1,256,130
7,1,392,131
7,1,88,130
7,1,46,52
7,0,289,130
7,0,309,131
7,0,311,156
7,1,323,130
7,1,202,156
7,1,295,130
7,0,70,26
7,0,179,130
7,0,130,130
7,1,33,26
7,0,39,26
7,1,21,52
7,1,141,156
7,1,261,130
7,0,280,156
7,1,293,130
7,0,306,131
7,0,75,26
7,1,207,156
7,1,254,130
7,1,199,131
7,1,309,131
7,0,87,52
7,1,217,130
7,1,279,130
7,1,291,156
7,0,234,130
7,1,249,130
7,0,50,130
7,1,93,26
7,1,116,157
7,1,103,130
7,1,324,156
7,0,343,130
7,0,349,130
7,1,7,52
7,0,121,156
7,1,277,130
7,0,282,130
7,0,253,157
7,0,70,26
7,1,377,130
7,1,6,52
7,1,333,130
7,1,121,130
7,1,35,52
7,1,22,27
7,1,141,156
7,0,24,52
7,1,153,130
7,0,294,130
7,0,188,130
7,0,341,130
7,0,272,130
7,1,313,131
7,1,126,156
7,0,79,52
7,1,201,130
7,1,14,52
7,0,246,156
7,0,289,130
7,1,52,52
7,1,314,156
7,1,75,52
7,0,52,52
7,0,253,130
7,1,143,131
7,1,375,130
7,0,398,131
7,0,336,156
7,0,154,156
7,0,328,130
7,0,136,130
7,0,171,130
7,0,169,130
7,1,193,130
7,1,297,130
7,0,354,130
7,1,332,130
7,1,83,156
7,1,75,52
7,1,267,130
7,0,21,26
7,0,355,130
7,0,47,26
7,0,137,130
7,0,286,131
7,1,216,130
7,0,169,156
7,0,362,130
7,1,177,130
7,0,277,130
7,0,307,130
7,0,279,156
7,0,355,130
7,0,277,130
7,1,330,156
7,1,331,131
7,0,206,130
7,0,15,26
7,0,232,157
7,1,362,131
7,0,200,130
7,0,255,130
7,0,152,156
7,1,2,156
7,0,330,131
7,0,36,52
7,0,52,52
7,0,75,26
7,0,378,130
7,1,290,156
7,0,117,130
7,1,203,156
7,1,154,156
7,0,392,156
7,0,105,130
7,1,380,130
7,0,67,53
7,0,357,130
7,0,3,156
7,1,261,130
7,0,69,26
7,0,188,104
7,1,361,130
7,1,5,26
7,1,273,130
7,1,21,26
7,1,204,130
7,0,32,130
7,0,129,156
7,1,305,104
7,1,287,130
7,0,249,130
7,0,380,104
7,1,396,131
7,0,11,105
7,0,276,130
7,1,204,130
7,0,36,52
7,0,342,130
7,1,243,157
7,0,383,156
7,1,68,26
7,1,287,131
7,0,172,130
7,1,296,130
7,1,238,130
7,1,223,156
7,0,90,26
7,0,59,156
7,1,160,156
7,0,126,157
7,0,25,26
7,0,187,130
7,0,70,26
7,1,281,156
7,1,126,130
7,0,376,130
7,1,385,131
7,1,399,131
7,1,228,156
7,1,131,130
7,1,247,156
7,1,383,130
7,1,291,130
7,1,51,130
7,1,26,130
7,1,209,130
7,1,121,130
7,1,317,130
7,1,378,130
7,1,320,156
7,1,51,156
7,0,27,156
7,0,298,156
7,0,35,26
7,1,325,130
7,1,223,156
7,1,331,156
7,0,363,130
7,0,94,52
7,1,144,156
7,1,335,130
7,0,318,130
7,1,248,130
7,1,316,130
7,1,226,156
7,0,78,26
7,0,109,130
7,0,220,131
7,1,161,130
7,0,293,157
7,0,300,130
7,0,147,156
7,0,93,52
7,0,310,157
7,0,377,130
7,1,30,26
7,1,239,130
7,1,75,26
7,1,178,131
7,1,0,52
7,0,331,156
7,0,265,130
7,1,278,156
7,1,99,157
7,1,209,131
7,1,307,130
7,0,197,156
7,1,272,130
7,1,144,157
7,0,191,156
7,0,65,52
7,1,186,156
7,0,394,131
7,1,53,52
7,1,187,130
7,1,176,130
7,1,189,157
7,0,18,26
7,0,287,156
7,1,0,26
7,1,329,130
7,1,179,130
7,1,391,131
7,0,357,130
7,1,166,130
7,1,222,130
7,1,374,131
7,0,212,131
7,1,78,26
7,1,357,156
7,1,190,130
7,1,166,130
7,0,275,131
7,1,265,104
7,0,50,104
7,0,210,130
7,1,231,130
7,0,261,130
7,0,87,26
7,1,111,104
7,1,222,130
7,1,298,156
7,1,286,130
7,1,342,130
7,0,129,130
7,0,381,104
7,0,156,130
7,0,265,131
7,1,166,156
7,1,224,104
7,0,171,156
7,0,256,130
7,1,326,156
7,0,74,52
7,1,396,130
7,0,284,131
7,0,141,130
7,1,362,156
7,0,252,130
7,1,399,131
7,0,161,157
7,0,306,156
7,1,143,130
7,1,249,131
7,0,259,130
7,0,342,157
7,1,115,130
7,0,86,26
7,1,249,157
7,0,322,156
7,0,164,156
7,0,14,52
7,1,188,130
7,1,113,130
7,0,102,130
7,1,285,156
7,0,374,157
7,1,18,26
7,0,172,156
7,1,238,131
7,1,195,156
7,1,235,130
7,0,307,156
7,1,363,156
7,0,308,157
7,1,344,130
7,1,79,52
7,1,312,130
7,0,8,52
7,1,267,130
7,1,230,156
7,0,3,130
7,1,55,26
7,0,205,130
7,0,31,26
7,0,184,130
7,1,114,156
7,0,47,26
7,0,38,26
7,0,179,130
7,1,315,157
7,1,87,26
7,0,295,157
7,0,165,130
7,0,142,130
7,1,175,130
7,0,176,156
7,1,93,26
7,0,259,156
7,0,52,52
7,1,241,130
7,1,344,130
7,0,173,156
